Locus_plate	Col	Row	F_R	Loc	Plate	Forward_P	Reverse_P
DAA-G	12	D	F20-R12	DAA	G	F20	R12
DAA-G	1	E	F21-R1	DAA	G	F21	R1
DAA-G	2	E	F21-R2	DAA	G	F21	R2
DAA-G	3	E	F21-R3	DAA	G	F21	R3
DAA-G	4	E	F21-R4	DAA	G	F21	R4
DAA-G	5	E	F21-R5	DAA	G	F21	R5
DAA-G	6	E	F21-R6	DAA	G	F21	R6
DAA-G	7	E	F21-R7	DAA	G	F21	R7
DAA-G	8	E	F21-R8	DAA	G	F21	R8
DAA-G	9	E	F21-R9	DAA	G	F21	R9
DAA-G	10	E	F21-R10	DAA	G	F21	R10
DAA-G	11	E	F21-R11	DAA	G	F21	R11
DAA-G	12	E	F21-R12	DAA	G	F21	R12
DAA-G	1	F	F22-R1	DAA	G	F22	R1
DAA-G	2	F	F22-R2	DAA	G	F22	R2
DAA-G	3	F	F22-R3	DAA	G	F22	R3
DAA-G	4	F	F22-R4	DAA	G	F22	R4
DAA-G	5	F	F22-R5	DAA	G	F22	R5
DAA-G	6	F	F22-R6	DAA	G	F22	R6
DAA-G	7	F	F22-R7	DAA	G	F22	R7
DAA-G	8	F	F22-R8	DAA	G	F22	R8
DAA-G	9	F	F22-R9	DAA	G	F22	R9
DAA-G	10	F	F22-R10	DAA	G	F22	R10
DAA-G	11	F	F22-R11	DAA	G	F22	R11
DAA-G	12	F	F22-R12	DAA	G	F22	R12
DAA-G	1	G	F23-R1	DAA	G	F23	R1
DAA-G	2	G	F23-R2	DAA	G	F23	R2
DAA-G	3	G	F23-R3	DAA	G	F23	R3
DAA-G	4	G	F23-R4	DAA	G	F23	R4
DAA-G	5	G	F23-R5	DAA	G	F23	R5
DAA-G	6	G	F23-R6	DAA	G	F23	R6
DAA-G	7	G	F23-R7	DAA	G	F23	R7
DAA-G	8	G	F23-R8	DAA	G	F23	R8
DAA-G	9	G	F23-R9	DAA	G	F23	R9
DAA-G	10	G	F23-R10	DAA	G	F23	R10
DAA-G	11	G	F23-R11	DAA	G	F23	R11
DAA-G	12	G	F23-R12	DAA	G	F23	R12
DAA-G	1	H	F24-R1	DAA	G	F24	R1
DAA-G	2	H	F24-R2	DAA	G	F24	R2
DAA-G	3	H	F24-R3	DAA	G	F24	R3
DAA-G	4	H	F24-R4	DAA	G	F24	R4
DAA-G	5	H	F24-R5	DAA	G	F24	R5
DAA-G	6	H	F24-R6	DAA	G	F24	R6
DAA-G	7	H	F24-R7	DAA	G	F24	R7
DAA-G	8	H	F24-R8	DAA	G	F24	R8
DAA-G	9	H	F24-R9	DAA	G	F24	R9
DAA-G	10	H	F24-R10	DAA	G	F24	R10
DAA-G	11	H	F24-R11	DAA	G	F24	R11
DAA-G	12	H	F24-R12	DAA	G	F24	R12
DAA-F	1	A	F9-R25	DAA	F	F9	R25
DAA-F	2	A	F9-R26	DAA	F	F9	R26
DAA-F	3	A	F9-R27	DAA	F	F9	R27
DAA-F	4	A	F9-R28	DAA	F	F9	R28
DAA-F	5	A	F9-R29	DAA	F	F9	R29
DAA-F	6	A	F9-R30	DAA	F	F9	R30
DAA-F	7	A	F9-R31	DAA	F	F9	R31
DAA-F	8	A	F9-R32	DAA	F	F9	R32
DAA-F	9	A	F9-R33	DAA	F	F9	R33
DAA-F	10	A	F9-R34	DAA	F	F9	R34
DAA-F	11	A	F9-R35	DAA	F	F9	R35
DAA-F	12	A	F9-R36	DAA	F	F9	R36
DAA-F	1	B	F10-R25	DAA	F	F10	R25
DAA-F	2	B	F10-R26	DAA	F	F10	R26
DAA-F	3	B	F10-R27	DAA	F	F10	R27
DAA-F	4	B	F10-R28	DAA	F	F10	R28
DAA-F	5	B	F10-R29	DAA	F	F10	R29
DAA-F	6	B	F10-R30	DAA	F	F10	R30
DAA-F	7	B	F10-R31	DAA	F	F10	R31
DAA-F	8	B	F10-R32	DAA	F	F10	R32
DAA-F	9	B	F10-R33	DAA	F	F10	R33
DAA-F	10	B	F10-R34	DAA	F	F10	R34
DAA-F	11	B	F10-R35	DAA	F	F10	R35
DAA-F	12	B	F10-R36	DAA	F	F10	R36
DAA-F	1	C	F11-R25	DAA	F	F11	R25
DAA-F	2	C	F11-R26	DAA	F	F11	R26
DAA-F	3	C	F11-R27	DAA	F	F11	R27
DAA-F	4	C	F11-R28	DAA	F	F11	R28
DAA-F	5	C	F11-R29	DAA	F	F11	R29
DAA-F	6	C	F11-R30	DAA	F	F11	R30
DAA-F	7	C	F11-R31	DAA	F	F11	R31
DAA-F	8	C	F11-R32	DAA	F	F11	R32
DAA-F	9	C	F11-R33	DAA	F	F11	R33
DAA-F	10	C	F11-R34	DAA	F	F11	R34
DAA-F	11	C	F11-R35	DAA	F	F11	R35
DAA-F	12	C	F11-R36	DAA	F	F11	R36
DAA-F	1	D	F12-R25	DAA	F	F12	R25
DAA-F	2	D	F12-R26	DAA	F	F12	R26
DAA-F	3	D	F12-R27	DAA	F	F12	R27
DAA-F	4	D	F12-R28	DAA	F	F12	R28
DAA-F	5	D	F12-R29	DAA	F	F12	R29
DAA-F	6	D	F12-R30	DAA	F	F12	R30
DAA-F	7	D	F12-R31	DAA	F	F12	R31
DAA-F	8	D	F12-R32	DAA	F	F12	R32
DAA-F	9	D	F12-R33	DAA	F	F12	R33
DAA-F	10	D	F12-R34	DAA	F	F12	R34
DAA-F	11	D	F12-R35	DAA	F	F12	R35
DAA-F	12	D	F12-R36	DAA	F	F12	R36
DAA-F	1	E	F13-R25	DAA	F	F13	R25
DAA-F	2	E	F13-R26	DAA	F	F13	R26
DAA-F	3	E	F13-R27	DAA	F	F13	R27
DAA-F	4	E	F13-R28	DAA	F	F13	R28
DAA-F	5	E	F13-R29	DAA	F	F13	R29
DAA-F	6	E	F13-R30	DAA	F	F13	R30
DAA-F	7	E	F13-R31	DAA	F	F13	R31
DAA-F	8	E	F13-R32	DAA	F	F13	R32
DAA-F	9	E	F13-R33	DAA	F	F13	R33
DAA-F	10	E	F13-R34	DAA	F	F13	R34
DAA-F	11	E	F13-R35	DAA	F	F13	R35
DAA-F	12	E	F13-R36	DAA	F	F13	R36
DAA-F	1	F	F14-R25	DAA	F	F14	R25
DAA-F	2	F	F14-R26	DAA	F	F14	R26
DAA-F	3	F	F14-R27	DAA	F	F14	R27
DAA-F	4	F	F14-R28	DAA	F	F14	R28
DAA-F	5	F	F14-R29	DAA	F	F14	R29
DAA-F	6	F	F14-R30	DAA	F	F14	R30
DAA-F	7	F	F14-R31	DAA	F	F14	R31
DAA-F	8	F	F14-R32	DAA	F	F14	R32
DAA-F	9	F	F14-R33	DAA	F	F14	R33
DAA-F	10	F	F14-R34	DAA	F	F14	R34
DAA-F	11	F	F14-R35	DAA	F	F14	R35
DAA-F	12	F	F14-R36	DAA	F	F14	R36
DAA-F	1	G	F15-R25	DAA	F	F15	R25
DAA-F	2	G	F15-R26	DAA	F	F15	R26
DAA-F	3	G	F15-R27	DAA	F	F15	R27
DAA-F	4	G	F15-R28	DAA	F	F15	R28
DAA-F	5	G	F15-R29	DAA	F	F15	R29
DAA-F	6	G	F15-R30	DAA	F	F15	R30
DAA-F	7	G	F15-R31	DAA	F	F15	R31
DAA-F	8	G	F15-R32	DAA	F	F15	R32
DAA-F	9	G	F15-R33	DAA	F	F15	R33
DAA-F	10	G	F15-R34	DAA	F	F15	R34
DAA-F	11	G	F15-R35	DAA	F	F15	R35
DAA-F	12	G	F15-R36	DAA	F	F15	R36
DAA-F	1	H	F16-R25	DAA	F	F16	R25
DAA-F	2	H	F16-R26	DAA	F	F16	R26
DAA-F	3	H	F16-R27	DAA	F	F16	R27
DAA-F	4	H	F16-R28	DAA	F	F16	R28
DAA-F	5	H	F16-R29	DAA	F	F16	R29
DAA-F	6	H	F16-R30	DAA	F	F16	R30
DAA-F	7	H	F16-R31	DAA	F	F16	R31
DAA-F	8	H	F16-R32	DAA	F	F16	R32
DAA-F	9	H	F16-R33	DAA	F	F16	R33
DAA-F	10	H	F16-R34	DAA	F	F16	R34
DAA-F	11	H	F16-R35	DAA	F	F16	R35
DAA-F	12	H	F16-R36	DAA	F	F16	R36
DAA-E	1	A	F9-R13	DAA	E	F9	R13
DAA-E	2	A	F9-R14	DAA	E	F9	R14
DAA-E	3	A	F9-R15	DAA	E	F9	R15
DAA-E	4	A	F9-R16	DAA	E	F9	R16
DAA-E	5	A	F9-R17	DAA	E	F9	R17
DAA-E	6	A	F9-R18	DAA	E	F9	R18
DAA-E	7	A	F9-R19	DAA	E	F9	R19
DAA-E	8	A	F9-R20	DAA	E	F9	R20
DAA-E	9	A	F9-R21	DAA	E	F9	R21
DAA-E	10	A	F9-R22	DAA	E	F9	R22
DAA-E	11	A	F9-R23	DAA	E	F9	R23
DAA-E	12	A	F9-R24	DAA	E	F9	R24
DAA-E	1	B	F10-R13	DAA	E	F10	R13
DAA-E	2	B	F10-R14	DAA	E	F10	R14
DAA-E	3	B	F10-R15	DAA	E	F10	R15
DAA-E	4	B	F10-R16	DAA	E	F10	R16
DAA-E	5	B	F10-R17	DAA	E	F10	R17
DAA-E	6	B	F10-R18	DAA	E	F10	R18
DAA-E	7	B	F10-R19	DAA	E	F10	R19
DAA-E	8	B	F10-R20	DAA	E	F10	R20
DAA-E	9	B	F10-R21	DAA	E	F10	R21
DAA-E	10	B	F10-R22	DAA	E	F10	R22
DAA-E	11	B	F10-R23	DAA	E	F10	R23
DAA-E	12	B	F10-R24	DAA	E	F10	R24
DAA-E	1	C	F11-R13	DAA	E	F11	R13
DAA-E	2	C	F11-R14	DAA	E	F11	R14
DAA-E	3	C	F11-R15	DAA	E	F11	R15
DAA-E	4	C	F11-R16	DAA	E	F11	R16
DAA-E	5	C	F11-R17	DAA	E	F11	R17
DAA-E	6	C	F11-R18	DAA	E	F11	R18
DAA-E	7	C	F11-R19	DAA	E	F11	R19
DAA-E	8	C	F11-R20	DAA	E	F11	R20
DAA-E	9	C	F11-R21	DAA	E	F11	R21
DAA-E	10	C	F11-R22	DAA	E	F11	R22
DAA-E	11	C	F11-R23	DAA	E	F11	R23
DAA-E	12	C	F11-R24	DAA	E	F11	R24
DAA-E	1	D	F12-R13	DAA	E	F12	R13
DAA-E	2	D	F12-R14	DAA	E	F12	R14
DAA-E	3	D	F12-R15	DAA	E	F12	R15
DAA-E	4	D	F12-R16	DAA	E	F12	R16
DAA-E	5	D	F12-R17	DAA	E	F12	R17
DAA-E	6	D	F12-R18	DAA	E	F12	R18
DAA-E	7	D	F12-R19	DAA	E	F12	R19
DAA-E	8	D	F12-R20	DAA	E	F12	R20
DAA-E	9	D	F12-R21	DAA	E	F12	R21
DAA-E	10	D	F12-R22	DAA	E	F12	R22
DAA-E	11	D	F12-R23	DAA	E	F12	R23
DAA-E	12	D	F12-R24	DAA	E	F12	R24
DAA-E	1	E	F13-R13	DAA	E	F13	R13
DAA-E	2	E	F13-R14	DAA	E	F13	R14
DAA-E	3	E	F13-R15	DAA	E	F13	R15
DAA-E	4	E	F13-R16	DAA	E	F13	R16
DAA-E	5	E	F13-R17	DAA	E	F13	R17
DAA-E	6	E	F13-R18	DAA	E	F13	R18
DAA-E	7	E	F13-R19	DAA	E	F13	R19
DAA-E	8	E	F13-R20	DAA	E	F13	R20
DAA-E	9	E	F13-R21	DAA	E	F13	R21
DAA-E	10	E	F13-R22	DAA	E	F13	R22
DAA-E	11	E	F13-R23	DAA	E	F13	R23
DAA-E	12	E	F13-R24	DAA	E	F13	R24
DAA-E	1	F	F14-R13	DAA	E	F14	R13
DAA-E	2	F	F14-R14	DAA	E	F14	R14
DAA-E	3	F	F14-R15	DAA	E	F14	R15
DAA-E	4	F	F14-R16	DAA	E	F14	R16
DAA-E	5	F	F14-R17	DAA	E	F14	R17
DAA-E	6	F	F14-R18	DAA	E	F14	R18
DAA-E	7	F	F14-R19	DAA	E	F14	R19
DAA-E	8	F	F14-R20	DAA	E	F14	R20
DAA-E	9	F	F14-R21	DAA	E	F14	R21
DAA-E	10	F	F14-R22	DAA	E	F14	R22
DAA-E	11	F	F14-R23	DAA	E	F14	R23
DAA-E	12	F	F14-R24	DAA	E	F14	R24
DAA-E	1	G	F15-R13	DAA	E	F15	R13
DAA-E	2	G	F15-R14	DAA	E	F15	R14
DAA-E	3	G	F15-R15	DAA	E	F15	R15
DAA-E	4	G	F15-R16	DAA	E	F15	R16
DAA-E	5	G	F15-R17	DAA	E	F15	R17
DAA-E	6	G	F15-R18	DAA	E	F15	R18
DAA-E	7	G	F15-R19	DAA	E	F15	R19
DAA-E	8	G	F15-R20	DAA	E	F15	R20
DAA-E	9	G	F15-R21	DAA	E	F15	R21
DAA-E	10	G	F15-R22	DAA	E	F15	R22
DAA-E	11	G	F15-R23	DAA	E	F15	R23
DAA-E	12	G	F15-R24	DAA	E	F15	R24
DAA-E	1	H	F16-R13	DAA	E	F16	R13
DAA-E	2	H	F16-R14	DAA	E	F16	R14
DAA-E	3	H	F16-R15	DAA	E	F16	R15
DAA-E	4	H	F16-R16	DAA	E	F16	R16
DAA-E	5	H	F16-R17	DAA	E	F16	R17
DAA-E	6	H	F16-R18	DAA	E	F16	R18
DAA-E	7	H	F16-R19	DAA	E	F16	R19
DAA-E	8	H	F16-R20	DAA	E	F16	R20
DAA-E	9	H	F16-R21	DAA	E	F16	R21
DAA-E	10	H	F16-R22	DAA	E	F16	R22
DAA-E	11	H	F16-R23	DAA	E	F16	R23
DAA-E	12	H	F16-R24	DAA	E	F16	R24
DAA-D	1	A	F9-R1	DAA	D	F9	R1
DAA-D	2	A	F9-R2	DAA	D	F9	R2
DAA-D	3	A	F9-R3	DAA	D	F9	R3
DAA-D	4	A	F9-R4	DAA	D	F9	R4
DAA-D	5	A	F9-R5	DAA	D	F9	R5
DAA-D	6	A	F9-R6	DAA	D	F9	R6
DAA-D	7	A	F9-R7	DAA	D	F9	R7
DAA-D	8	A	F9-R8	DAA	D	F9	R8
DAA-D	9	A	F9-R9	DAA	D	F9	R9
DAA-D	10	A	F9-R10	DAA	D	F9	R10
DAA-D	11	A	F9-R11	DAA	D	F9	R11
DAA-D	12	A	F9-R12	DAA	D	F9	R12
DAA-D	1	B	F10-R1	DAA	D	F10	R1
DAA-D	2	B	F10-R2	DAA	D	F10	R2
DAA-D	3	B	F10-R3	DAA	D	F10	R3
DAA-D	4	B	F10-R4	DAA	D	F10	R4
DAA-D	5	B	F10-R5	DAA	D	F10	R5
DAA-D	6	B	F10-R6	DAA	D	F10	R6
DAA-D	7	B	F10-R7	DAA	D	F10	R7
DAA-D	8	B	F10-R8	DAA	D	F10	R8
DAA-D	9	B	F10-R9	DAA	D	F10	R9
DAA-D	10	B	F10-R10	DAA	D	F10	R10
DAA-D	11	B	F10-R11	DAA	D	F10	R11
DAA-D	12	B	F10-R12	DAA	D	F10	R12
DAA-D	1	C	F11-R1	DAA	D	F11	R1
DAA-D	2	C	F11-R2	DAA	D	F11	R2
DAA-D	3	C	F11-R3	DAA	D	F11	R3
DAA-D	4	C	F11-R4	DAA	D	F11	R4
DAA-D	5	C	F11-R5	DAA	D	F11	R5
DAA-D	6	C	F11-R6	DAA	D	F11	R6
DAA-D	7	C	F11-R7	DAA	D	F11	R7
DAA-D	8	C	F11-R8	DAA	D	F11	R8
DAA-D	9	C	F11-R9	DAA	D	F11	R9
DAA-D	10	C	F11-R10	DAA	D	F11	R10
DAA-D	11	C	F11-R11	DAA	D	F11	R11
DAA-D	12	C	F11-R12	DAA	D	F11	R12
DAA-D	1	D	F12-R1	DAA	D	F12	R1
DAA-D	2	D	F12-R2	DAA	D	F12	R2
DAA-D	3	D	F12-R3	DAA	D	F12	R3
DAA-D	4	D	F12-R4	DAA	D	F12	R4
DAA-D	5	D	F12-R5	DAA	D	F12	R5
DAA-D	6	D	F12-R6	DAA	D	F12	R6
DAA-D	7	D	F12-R7	DAA	D	F12	R7
DAA-D	8	D	F12-R8	DAA	D	F12	R8
DAA-D	9	D	F12-R9	DAA	D	F12	R9
DAA-D	10	D	F12-R10	DAA	D	F12	R10
DAA-D	11	D	F12-R11	DAA	D	F12	R11
DAA-D	12	D	F12-R12	DAA	D	F12	R12
DAA-D	1	E	F13-R1	DAA	D	F13	R1
DAA-D	2	E	F13-R2	DAA	D	F13	R2
DAA-D	3	E	F13-R3	DAA	D	F13	R3
DAA-D	4	E	F13-R4	DAA	D	F13	R4
DAA-D	5	E	F13-R5	DAA	D	F13	R5
DAA-D	6	E	F13-R6	DAA	D	F13	R6
DAA-D	7	E	F13-R7	DAA	D	F13	R7
DAA-D	8	E	F13-R8	DAA	D	F13	R8
DAA-D	9	E	F13-R9	DAA	D	F13	R9
DAA-D	10	E	F13-R10	DAA	D	F13	R10
DAA-D	11	E	F13-R11	DAA	D	F13	R11
DAA-D	12	E	F13-R12	DAA	D	F13	R12
DAA-D	1	F	F14-R1	DAA	D	F14	R1
DAA-D	2	F	F14-R2	DAA	D	F14	R2
DAA-D	3	F	F14-R3	DAA	D	F14	R3
DAA-D	4	F	F14-R4	DAA	D	F14	R4
DAA-D	5	F	F14-R5	DAA	D	F14	R5
DAA-D	6	F	F14-R6	DAA	D	F14	R6
DAA-D	7	F	F14-R7	DAA	D	F14	R7
DAA-D	8	F	F14-R8	DAA	D	F14	R8
DAA-D	9	F	F14-R9	DAA	D	F14	R9
DAA-D	10	F	F14-R10	DAA	D	F14	R10
DAA-D	11	F	F14-R11	DAA	D	F14	R11
DAA-D	12	F	F14-R12	DAA	D	F14	R12
DAA-D	1	G	F15-R1	DAA	D	F15	R1
DAA-D	2	G	F15-R2	DAA	D	F15	R2
DAA-D	3	G	F15-R3	DAA	D	F15	R3
DAA-D	4	G	F15-R4	DAA	D	F15	R4
DAA-D	5	G	F15-R5	DAA	D	F15	R5
DAA-D	6	G	F15-R6	DAA	D	F15	R6
DAA-D	7	G	F15-R7	DAA	D	F15	R7
DAA-D	8	G	F15-R8	DAA	D	F15	R8
DAA-D	9	G	F15-R9	DAA	D	F15	R9
DAA-D	10	G	F15-R10	DAA	D	F15	R10
DAA-D	11	G	F15-R11	DAA	D	F15	R11
DAA-D	12	G	F15-R12	DAA	D	F15	R12
DAA-D	1	H	F16-R1	DAA	D	F16	R1
DAA-D	2	H	F16-R2	DAA	D	F16	R2
DAA-D	3	H	F16-R3	DAA	D	F16	R3
DAA-D	4	H	F16-R4	DAA	D	F16	R4
DAA-D	5	H	F16-R5	DAA	D	F16	R5
DAA-D	6	H	F16-R6	DAA	D	F16	R6
DAA-D	7	H	F16-R7	DAA	D	F16	R7
DAA-D	8	H	F16-R8	DAA	D	F16	R8
DAA-D	9	H	F16-R9	DAA	D	F16	R9
DAA-D	10	H	F16-R10	DAA	D	F16	R10
DAA-D	11	H	F16-R11	DAA	D	F16	R11
DAA-D	12	H	F16-R12	DAA	D	F16	R12
DAA-C	1	A	F1-R25	DAA	C	F1	R25
DAA-C	2	A	F1-R26	DAA	C	F1	R26
DAA-C	3	A	F1-R27	DAA	C	F1	R27
DAA-C	4	A	F1-R28	DAA	C	F1	R28
DAA-C	5	A	F1-R29	DAA	C	F1	R29
DAA-C	6	A	F1-R30	DAA	C	F1	R30
DAA-C	7	A	F1-R31	DAA	C	F1	R31
DAA-C	8	A	F1-R32	DAA	C	F1	R32
DAA-C	9	A	F1-R33	DAA	C	F1	R33
DAA-C	10	A	F1-R34	DAA	C	F1	R34
DAA-C	11	A	F1-R35	DAA	C	F1	R35
DAA-C	12	A	F1-R36	DAA	C	F1	R36
DAA-C	1	B	F2-R25	DAA	C	F2	R25
DAA-C	2	B	F2-R26	DAA	C	F2	R26
DAA-C	3	B	F2-R27	DAA	C	F2	R27
DAA-C	4	B	F2-R28	DAA	C	F2	R28
DAA-C	5	B	F2-R29	DAA	C	F2	R29
DAA-C	6	B	F2-R30	DAA	C	F2	R30
DAA-C	7	B	F2-R31	DAA	C	F2	R31
DAA-C	8	B	F2-R32	DAA	C	F2	R32
DAA-C	9	B	F2-R33	DAA	C	F2	R33
DAA-C	10	B	F2-R34	DAA	C	F2	R34
DAA-C	11	B	F2-R35	DAA	C	F2	R35
DAA-C	12	B	F2-R36	DAA	C	F2	R36
DAA-C	1	C	F3-R25	DAA	C	F3	R25
DAA-C	2	C	F3-R26	DAA	C	F3	R26
DAA-C	3	C	F3-R27	DAA	C	F3	R27
DAA-C	4	C	F3-R28	DAA	C	F3	R28
DAA-C	5	C	F3-R29	DAA	C	F3	R29
DAA-C	6	C	F3-R30	DAA	C	F3	R30
DAA-C	7	C	F3-R31	DAA	C	F3	R31
DAA-C	8	C	F3-R32	DAA	C	F3	R32
DAA-C	9	C	F3-R33	DAA	C	F3	R33
DAA-C	10	C	F3-R34	DAA	C	F3	R34
DAA-C	11	C	F3-R35	DAA	C	F3	R35
DAA-C	12	C	F3-R36	DAA	C	F3	R36
DAA-C	1	D	F4-R25	DAA	C	F4	R25
DAA-C	2	D	F4-R26	DAA	C	F4	R26
DAA-C	3	D	F4-R27	DAA	C	F4	R27
DAA-C	4	D	F4-R28	DAA	C	F4	R28
DAA-C	5	D	F4-R29	DAA	C	F4	R29
DAA-C	6	D	F4-R30	DAA	C	F4	R30
DAA-C	7	D	F4-R31	DAA	C	F4	R31
DAA-C	8	D	F4-R32	DAA	C	F4	R32
DAA-C	9	D	F4-R33	DAA	C	F4	R33
DAA-C	10	D	F4-R34	DAA	C	F4	R34
DAA-C	11	D	F4-R35	DAA	C	F4	R35
DAA-C	12	D	F4-R36	DAA	C	F4	R36
DAA-C	1	E	F5-R25	DAA	C	F5	R25
DAA-C	2	E	F5-R26	DAA	C	F5	R26
DAA-C	3	E	F5-R27	DAA	C	F5	R27
DAA-C	4	E	F5-R28	DAA	C	F5	R28
DAA-C	5	E	F5-R29	DAA	C	F5	R29
DAA-C	6	E	F5-R30	DAA	C	F5	R30
DAA-C	7	E	F5-R31	DAA	C	F5	R31
DAA-C	8	E	F5-R32	DAA	C	F5	R32
DAA-C	9	E	F5-R33	DAA	C	F5	R33
DAA-C	10	E	F5-R34	DAA	C	F5	R34
DAA-C	11	E	F5-R35	DAA	C	F5	R35
DAA-C	12	E	F5-R36	DAA	C	F5	R36
DAA-C	1	F	F6-R25	DAA	C	F6	R25
DAA-C	2	F	F6-R26	DAA	C	F6	R26
DAA-C	3	F	F6-R27	DAA	C	F6	R27
DAA-C	4	F	F6-R28	DAA	C	F6	R28
DAA-C	5	F	F6-R29	DAA	C	F6	R29
DAA-C	6	F	F6-R30	DAA	C	F6	R30
DAA-C	7	F	F6-R31	DAA	C	F6	R31
DAA-C	8	F	F6-R32	DAA	C	F6	R32
DAA-C	9	F	F6-R33	DAA	C	F6	R33
DAA-C	10	F	F6-R34	DAA	C	F6	R34
DAA-C	11	F	F6-R35	DAA	C	F6	R35
DAA-C	12	F	F6-R36	DAA	C	F6	R36
DAA-C	1	G	F7-R25	DAA	C	F7	R25
DAA-C	2	G	F7-R26	DAA	C	F7	R26
DAA-C	3	G	F7-R27	DAA	C	F7	R27
DAA-C	4	G	F7-R28	DAA	C	F7	R28
DAA-C	5	G	F7-R29	DAA	C	F7	R29
DAA-C	6	G	F7-R30	DAA	C	F7	R30
DAA-C	7	G	F7-R31	DAA	C	F7	R31
DAA-C	8	G	F7-R32	DAA	C	F7	R32
DAA-C	9	G	F7-R33	DAA	C	F7	R33
DAA-C	10	G	F7-R34	DAA	C	F7	R34
DAA-C	11	G	F7-R35	DAA	C	F7	R35
DAA-C	12	G	F7-R36	DAA	C	F7	R36
DAA-C	1	H	F8-R25	DAA	C	F8	R25
DAA-C	2	H	F8-R26	DAA	C	F8	R26
DAA-C	3	H	F8-R27	DAA	C	F8	R27
DAA-C	4	H	F8-R28	DAA	C	F8	R28
DAA-C	5	H	F8-R29	DAA	C	F8	R29
DAA-C	6	H	F8-R30	DAA	C	F8	R30
DAA-C	7	H	F8-R31	DAA	C	F8	R31
DAA-C	8	H	F8-R32	DAA	C	F8	R32
DAA-C	9	H	F8-R33	DAA	C	F8	R33
DAA-C	10	H	F8-R34	DAA	C	F8	R34
DAA-C	11	H	F8-R35	DAA	C	F8	R35
DAA-C	12	H	F8-R36	DAA	C	F8	R36
DAA-B	1	A	F1-R13	DAA	B	F1	R13
DAA-B	2	A	F1-R14	DAA	B	F1	R14
DAA-B	3	A	F1-R15	DAA	B	F1	R15
DAA-B	4	A	F1-R16	DAA	B	F1	R16
DAA-B	5	A	F1-R17	DAA	B	F1	R17
DAA-B	6	A	F1-R18	DAA	B	F1	R18
DAA-B	7	A	F1-R19	DAA	B	F1	R19
DAA-B	8	A	F1-R20	DAA	B	F1	R20
DAA-B	9	A	F1-R21	DAA	B	F1	R21
DAA-B	10	A	F1-R22	DAA	B	F1	R22
DAA-B	11	A	F1-R23	DAA	B	F1	R23
DAA-B	12	A	F1-R24	DAA	B	F1	R24
DAA-B	1	B	F2-R13	DAA	B	F2	R13
DAA-B	2	B	F2-R14	DAA	B	F2	R14
DAA-B	3	B	F2-R15	DAA	B	F2	R15
DAA-B	4	B	F2-R16	DAA	B	F2	R16
DAA-B	5	B	F2-R17	DAA	B	F2	R17
DAA-B	6	B	F2-R18	DAA	B	F2	R18
DAA-B	7	B	F2-R19	DAA	B	F2	R19
DAA-B	8	B	F2-R20	DAA	B	F2	R20
DAA-B	9	B	F2-R21	DAA	B	F2	R21
DAA-B	10	B	F2-R22	DAA	B	F2	R22
DAA-B	11	B	F2-R23	DAA	B	F2	R23
DAA-B	12	B	F2-R24	DAA	B	F2	R24
DAA-B	1	C	F3-R13	DAA	B	F3	R13
DAA-B	2	C	F3-R14	DAA	B	F3	R14
DAA-B	3	C	F3-R15	DAA	B	F3	R15
DAA-B	4	C	F3-R16	DAA	B	F3	R16
DAA-B	5	C	F3-R17	DAA	B	F3	R17
DAA-B	6	C	F3-R18	DAA	B	F3	R18
DAA-B	7	C	F3-R19	DAA	B	F3	R19
DAA-B	8	C	F3-R20	DAA	B	F3	R20
DAA-B	9	C	F3-R21	DAA	B	F3	R21
DAA-B	10	C	F3-R22	DAA	B	F3	R22
DAA-B	11	C	F3-R23	DAA	B	F3	R23
DAA-B	12	C	F3-R24	DAA	B	F3	R24
DAA-B	1	D	F4-R13	DAA	B	F4	R13
DAA-B	2	D	F4-R14	DAA	B	F4	R14
DAA-B	3	D	F4-R15	DAA	B	F4	R15
DAA-B	4	D	F4-R16	DAA	B	F4	R16
DAA-B	5	D	F4-R17	DAA	B	F4	R17
DAA-B	6	D	F4-R18	DAA	B	F4	R18
DAA-B	7	D	F4-R19	DAA	B	F4	R19
DAA-B	8	D	F4-R20	DAA	B	F4	R20
DAA-B	9	D	F4-R21	DAA	B	F4	R21
DAA-B	10	D	F4-R22	DAA	B	F4	R22
DAA-B	11	D	F4-R23	DAA	B	F4	R23
DAA-B	12	D	F4-R24	DAA	B	F4	R24
DAA-B	1	E	F5-R13	DAA	B	F5	R13
DAA-B	2	E	F5-R14	DAA	B	F5	R14
DAA-B	3	E	F5-R15	DAA	B	F5	R15
DAA-B	4	E	F5-R16	DAA	B	F5	R16
DAA-B	5	E	F5-R17	DAA	B	F5	R17
DAA-B	6	E	F5-R18	DAA	B	F5	R18
DAA-B	7	E	F5-R19	DAA	B	F5	R19
DAA-B	8	E	F5-R20	DAA	B	F5	R20
DAA-B	9	E	F5-R21	DAA	B	F5	R21
DAA-B	10	E	F5-R22	DAA	B	F5	R22
DAA-B	11	E	F5-R23	DAA	B	F5	R23
DAA-B	12	E	F5-R24	DAA	B	F5	R24
DAA-B	1	F	F6-R13	DAA	B	F6	R13
DAA-B	2	F	F6-R14	DAA	B	F6	R14
DAA-B	3	F	F6-R15	DAA	B	F6	R15
DAA-B	4	F	F6-R16	DAA	B	F6	R16
DAA-B	5	F	F6-R17	DAA	B	F6	R17
